outcome,exposure,method,nsnp,b,se,pval,lci,uci
CAD,X-06267,Weighted mode,3,-1.55999820888592,0.573279915633088,0.112676396018538,-2.68360619658694,-0.43639022118491
CAD,X-06351,Inverse variance weighted,2,1.44948733722693,0.407694063081293,0.000377503548196536,0.650421656876794,2.24855301757706
CAD,myo-inositol,MR Egger,4,7.47311035641345,3.69295996103481,0.180328100275856,0.235041836436773,14.7111788763901
CAD,myo-inositol,Weighted median,4,1.96860861865108,0.610904092596003,0.00127098819747613,0.771258599154797,3.16595863814737
CAD,myo-inositol,Inverse variance weighted,4,1.31969428792742,0.997311607809215,0.185751685673935,-0.63500054474238,3.27438912059721
CAD,myo-inositol,Simple mode,4,2.13403733317407,0.739342909990005,0.0631983177427586,0.684951857368625,3.58312280897952
CAD,myo-inositol,Weighted mode,4,2.03984914091709,0.678797189405468,0.0574354562522598,0.709431096875361,3.37026718495882
CAD,glucose,MR Egger,4,-14.5228239164746,12.4989748309618,0.365180398937281,-39.0203644288323,9.97471659588304
CAD,glucose,Weighted median,4,-2.70726204725336,0.892310671091721,0.00241342076193509,-4.4561588256139,-0.958365268892825
CAD,glucose,Inverse variance weighted,4,-1.39542782061015,1.49613301101422,0.350980214339262,-4.32779463827949,1.53693899705919
CAD,glucose,Simple mode,4,-2.86877818400796,0.953830933638073,0.0573192999043694,-4.7382524612788,-0.999303906737127
CAD,glucose,Weighted mode,4,-2.85359808003895,0.915161804228957,0.0525476895938966,-4.6472822563544,-1.0599139037235
CAD,1,5-anhydroglucitol (1,5-AG),MR Egger,8,-2.31344760142539,1.1093176383366,0.082111240447366,-4.48767021998015,-0.139224982870632
CAD,1,5-anhydroglucitol (1,5-AG),Weighted median,8,-0.940302120454575,0.247614389090836,0.000146194970494304,-1.4256174051265,-0.454986835782648
CAD,1,5-anhydroglucitol (1,5-AG),Inverse variance weighted,8,-0.413962955289219,0.408645924938014,0.311054745241749,-1.21489425059678,0.386968340018347
CAD,1,5-anhydroglucitol (1,5-AG),Simple mode,8,-1.03151172553322,0.258353578922271,0.005238814601354,-1.5378754354979,-0.525148015568546
CAD,1,5-anhydroglucitol (1,5-AG),Weighted mode,8,-1.00321190588184,0.236955031087351,0.00387004840030069,-1.46763523276861,-0.538788578995059
CAD,3-methyl-2-oxobutyrate,Wald ratio,1,-1.40745535714286,0.711366071428571,0.0478695427273897,-2.8017072369666,-0.0132034773191099
CAD,1,6-anhydroglucose,Inverse variance weighted,2,-0.827343679794618,0.219221981306478,0.000160650988137713,-1.25701086777483,-0.397676491814409
CAD,1-oleoylglycerol (1-monoolein),MR Egger,4,3.77156734392543,0.898468456792792,0.0523344578809035,2.01060152736628,5.53253316048459
CAD,1-oleoylglycerol (1-monoolein),Weighted median,4,0.930004591787683,0.234821042592298,7.47985254641181e-05,0.469763805494633,1.39024537808073
CAD,1-oleoylglycerol (1-monoolein),Inverse variance weighted,4,0.701010018395704,0.384669693862129,0.0683990571717299,-0.0529287275181176,1.45494876430953
CAD,1-oleoylglycerol (1-monoolein),Simple mode,4,0.97019658770852,0.25313082328083,0.0313014763039829,0.474069290701121,1.46632388471592
CAD,1-oleoylglycerol (1-monoolein),Weighted mode,4,0.993649822362061,0.256028492767142,0.0303029012753154,0.491843197522389,1.49545644720173
CAD,1-stearoylglycerol (1-monostearin),MR Egger,4,0.418380573583223,0.709776808103858,0.615274470764479,-0.972756407362136,1.80951755452858
CAD,1-stearoylglycerol (1-monostearin),Weighted median,4,1.27816881560031,0.399635059112469,0.00138221185742724,0.49489849278034,2.06143913842029
CAD,1-stearoylglycerol (1-monostearin),Inverse variance weighted,4,1.46908910284587,0.358856633199343,4.24351115064266e-05,0.765743026161862,2.17243517952989
CAD,1-stearoylglycerol (1-monostearin),Simple mode,4,1.40695757013699,0.518784755274338,0.0730393585449924,0.390158134070864,2.42375700620312
CAD,1-stearoylglycerol (1-monostearin),Weighted mode,4,1.21796792849448,0.390961020386214,0.0526629846534918,0.451698409178473,1.98423744781049
CAD,X-08402,Wald ratio,1,2.11120689655172,0.85048275862069,0.0130514259421052,0.444291320182901,3.77812247292055
CAD,2-hydroxyisobutyrate,MR Egger,3,8.44605651790583,45.4217073433874,0.882958834977513,-80.5788539914519,97.4709670272635
CAD,2-hydroxyisobutyrate,Weighted median,3,2.17072086036447,0.719084083037208,0.00253836449057945,0.761341955755527,3.5800997649734
CAD,2-hydroxyisobutyrate,Inverse variance weighted,3,1.23791972693204,1.39500393836502,0.374866194613173,-1.49623775055493,3.97207720441902
CAD,2-hydroxyisobutyrate,Simple mode,3,2.53148155425678,0.756540244743814,0.0788889293130061,1.04868992170379,4.01427318680977
CAD,2-hydroxyisobutyrate,Weighted mode,3,2.50831617717067,0.789216428031447,0.0863660856359817,0.961480402221692,4.05515195211966
CAD,X-08766,Wald ratio,1,2.06325396825397,0.7435,0.00551922417106596,0.606020745748438,3.5204871907595
CAD,4-methyl-2-oxopentanoate,Inverse variance weighted,2,-1.56050590401792,3.65498987272483,0.669414156374718,-8.72415441841721,5.60314261038138
CAD,phenyllactate (PLA),Wald ratio,1,1.57175,0.768183333333333,0.0407503642312958,0.0661383331427401,3.07736166685726
CAD,homocitrulline,Wald ratio,1,-0.601938461538462,0.288649230769231,0.03703635152335,-1.16768055801134,-0.0361963650655786
CAD,aspartylphenylalanine,MR Egger,3,-1.6405204987072,1.58559099632608,0.489161618028833,-4.74822174571731,1.4671807483029
CAD,aspartylphenylalanine,Weighted median,3,-1.32456588380666,0.377773484147931,0.000454478966742449,-2.06498830705082,-0.584143460562502
CAD,aspartylphenylalanine,Inverse variance weighted,3,-1.57723753580826,0.36329580675287,1.41533156033599e-05,-2.28928423277831,-0.865190838838214
CAD,aspartylphenylalanine,Simple mode,3,-1.21796045395723,0.459482466580316,0.117715475242133,-2.11852953998228,-0.317391367932183
CAD,aspartylphenylalanine,Weighted mode,3,-1.23244730529571,0.393370478559314,0.0885519529585027,-2.00343927585325,-0.461455334738174
CAD,levulinate (4-oxovalerate),Inverse variance weighted,2,2.57916572394104,0.759724703527347,0.000686614849367585,1.09013266686207,4.06819878102001
CAD,palmitoylcarnitine,Inverse variance weighted,2,-0.215461764074719,1.53868915342768,0.888636738217951,-3.2312370881954,2.80031356004596
CAD,X-08988,MR Egger,7,2.17975567134489,2.42802497984544,0.410461838181615,-2.57908584271576,6.93859718540554
CAD,X-08988,Weighted median,7,-1.65293008872874,0.427417971087157,0.000110071748292494,-2.49065391840475,-0.815206259052725
CAD,X-08988,Inverse variance weighted,7,-1.54808238606358,0.590111333126,0.00870637900760591,-2.70467934585946,-0.391485426267699
CAD,X-08988,Simple mode,7,-2.16452706754825,0.550342996441547,0.00768574120421641,-3.24317951971753,-1.08587461537896
CAD,X-08988,Weighted mode,7,-1.70968601898641,0.460134561224475,0.00990350536957066,-2.61153318702853,-0.807838850944303
CAD,X-09026,Wald ratio,1,-1.85119658119658,0.808393162393162,0.0220230205685611,-3.43561806483562,-0.266775097557544
CAD,X-09108,MR Egger,3,50.4521702455664,22.2739804786573,0.264675978857025,6.79597071504987,94.108369776083
CAD,X-09108,Weighted median,3,2.30852647632347,0.811489336157221,0.004443903900257,0.718036603617001,3.89901634902994
CAD,X-09108,Inverse variance weighted,3,0.59553109412445,1.94176968454281,0.759075519955731,-3.21026755385115,4.40132974210005
CAD,X-09108,Simple mode,3,2.5144164261896,0.807827258955892,0.0895685667478115,0.931104092906339,4.09772875947286
CAD,X-09108,Weighted mode,3,2.49622766141153,0.822758691409099,0.0936291425946081,0.883650258282394,4.10880506454067
CAD,X-09706,Inverse variance weighted,2,1.93129769000818,0.660952981939014,0.00347803237189797,0.635853649933362,3.226741730083
CAD,X-10395,MR Egger,8,-1.92307960352966,1.46189715050472,0.236382709943754,-4.78834536762063,0.942186160561319
CAD,X-10395,Weighted median,8,-1.76978665221454,0.455074678264013,0.000100656998510532,-2.66171663188816,-0.877856672540918
CAD,X-10395,Inverse variance weighted,8,-1.61742869332586,0.478721688408921,0.000728450831594286,-2.55570596122555,-0.679151425426173
CAD,X-10395,Simple mode,8,-2.12116010991881,0.62151203465462,0.0112433528253041,-3.33930131380007,-0.903018906037544
CAD,X-10395,Weighted mode,8,-1.86525480272696,0.565404727503738,0.0131392684789241,-2.97342770532297,-0.757081900130948
CAD,X-10500,MR Egger,7,4.27395640685307,8.92262155263912,0.652151819323405,-13.2140604840005,21.7619732977066
CAD,X-10500,Weighted median,7,-2.75161359680474,0.795952879376677,0.000546213407866661,-4.31165257377398,-1.1915746198355
CAD,X-10500,Inverse variance weighted,7,1.19718859125462,2.14781675119433,0.577255585794007,-3.0124548864781,5.40683206898734
CAD,X-10500,Simple mode,7,-3.02315758214077,0.932613099132829,0.0176514226593241,-4.8510456679514,-1.19526949633014
CAD,X-10500,Weighted mode,7,-2.98313956535018,0.854987796991166,0.0129975632039568,-4.65888485467411,-1.30739427602625
CAD,X-10506,Inverse variance weighted,2,0.165697678266073,2.47942828373181,0.946717847428455,-4.69389246009822,5.02528781663037
CAD,X-10510,Wald ratio,1,-0.884593253968254,0.419715277777778,0.0350653283283724,-1.70722008217392,-0.0619664257625852
CAD,1-linoleoylglycerol (1-monolinolein),MR Egger,6,0.665555745110959,0.371012860050906,0.147282272051037,-0.0616160983900156,1.39272758861193
CAD,1-linoleoylglycerol (1-monolinolein),Weighted median,6,0.843164752045469,0.145546986698565,6.91088243340565e-09,0.557897900057953,1.12843160403299
CAD,1-linoleoylglycerol (1-monolinolein),Inverse variance weighted,6,0.793916756738853,0.107340341958795,1.40076769703338e-13,0.5835335524114,1.0042999610663
CAD,1-linoleoylglycerol (1-monolinolein),Simple mode,6,0.853182647479947,0.206788515538074,0.00912158628231044,0.44788460460882,1.25848069035107
CAD,1-linoleoylglycerol (1-monolinolein),Weighted mode,6,0.853182647479947,0.221294195573317,0.011935270167202,0.419453994168484,1.28691130079141
CAD,hyodeoxycholate,MR Egger,3,1.32743377387331,0.345514770181573,0.162107320438188,0.65023726819079,2.00463027955582
CAD,hyodeoxycholate,Weighted median,3,-0.448638444196444,0.252445907854426,0.0755408275058009,-0.943423331635637,0.0461464432427484
CAD,hyodeoxycholate,Inverse variance weighted,3,-0.044321312404599,0.512477149627441,0.931081304476275,-1.04875806857413,0.96011544376493
CAD,hyodeoxycholate,Simple mode,3,-0.664236997251979,0.268085586454578,0.131512675903902,-1.18967509147725,-0.138798903026706
CAD,hyodeoxycholate,Weighted mode,3,-0.660121341330529,0.282220464850648,0.144254741759812,-1.21326328813795,-0.106979394523107
CAD,3-indoxyl sulfate,Inverse variance weighted,2,-0.0641057808639509,0.831969448542868,0.938581345111106,-1.69473593624562,1.56652437451772
CAD,N-acetylglycine,MR Egger,11,0.064276870132195,0.345619600244482,0.856587901107804,-0.613125098698121,0.741678838962511
CAD,N-acetylglycine,Weighted median,11,-0.604691955720554,0.0979878612921347,6.78206050520932e-10,-0.796744634775245,-0.412639276665864
CAD,N-acetylglycine,Inverse variance weighted,11,-0.587780361375525,0.0702265897425032,5.77311015711914e-17,-0.725421948027901,-0.450138774723149
CAD,N-acetylglycine,Simple mode,11,-0.659802746149486,0.160476043364151,0.00210538147696731,-0.974330011524709,-0.345275480774263
CAD,N-acetylglycine,Weighted mode,11,-0.657927910759727,0.15303497807346,0.00156340756301813,-0.957870956158585,-0.357984865360868
CAD,bilirubin (Z,Z),MR Egger,6,-1.26832911086197,0.354350187882642,0.0231819702844267,-1.96284271702695,-0.573815504696989
CAD,bilirubin (Z,Z),Weighted median,6,-0.460001168943157,0.126357494847638,0.000272136636648155,-0.707657308021233,-0.212345029865081
CAD,bilirubin (Z,Z),Inverse variance weighted,6,-0.405083628965932,0.146300276428206,0.00562543996622816,-0.69182690169347,-0.118340356238395
CAD,bilirubin (Z,Z),Simple mode,6,-0.503560497214256,0.139887559768656,0.0155473231866266,-0.777735076246017,-0.229385918182495
CAD,bilirubin (Z,Z),Weighted mode,6,-0.459290370843939,0.139039176228992,0.0213972198831072,-0.731802148692882,-0.186778592994996
CAD,creatine,MR Egger,10,-0.648863621096831,0.807036666200504,0.444624788613864,-2.23062642105309,0.932899178859431
CAD,creatine,Weighted median,10,-1.21644074009026,0.191916497393773,2.32185326342124e-10,-1.59259016302113,-0.840291317159387
CAD,creatine,Inverse variance weighted,10,-1.16090926527195,0.139811474746485,1.01181663832929e-16,-1.43493472040049,-0.886883810143407
CAD,creatine,Simple mode,10,-1.30851643281643,0.321320952144234,0.00278999667037071,-1.93829392649725,-0.678738939135618
CAD,creatine,Weighted mode,10,-1.30851643281643,0.297220156865075,0.00171410641581046,-1.89105723575133,-0.725975629881541
CAD,threonate,Wald ratio,1,-2.1699375,0.6186375,0.00045215572334317,-3.3824447194859,-0.957430280514103
CAD,N-(2-furoyl)glycine,Inverse variance weighted,2,-0.335907093264689,0.104255522775692,0.00127317039834578,-0.540244163094441,-0.131570023434937
CAD,DSGEGDFXAEGGGVR*,Wald ratio,1,-0.72006309148265,0.319511041009464,0.0242187796539715,-1.3462932245241,-0.0938329584412008
CAD,pyridoxate,Wald ratio,1,-1.25858757062147,0.581677966101695,0.0304859346457662,-2.3986554347813,-0.118519706461637
CAD,androsterone sulfate,MR Egger,14,-0.325444713073836,0.408788437997879,0.441427598139785,-1.12665532884606,0.475765902698391
CAD,androsterone sulfate,Weighted median,14,0.567804771515338,0.071568957409494,2.12756248351906e-15,0.427532192581649,0.708077350449028
CAD,androsterone sulfate,Inverse variance weighted,14,0.568139244431431,0.049644087469557,2.5127412635235e-30,0.470838620945743,0.665439867917119
CAD,androsterone sulfate,Simple mode,14,0.617779652398976,0.115097724518694,0.000128098270714912,0.392192257639824,0.843367047158128
CAD,androsterone sulfate,Weighted mode,14,0.590147824606015,0.114272537384837,0.000182042189462782,0.366177766909728,0.814117882302303
CAD,3-(4-hydroxyphenyl)lactate,MR Egger,4,1.90955878212514,1.8756893169731,0.415762055136918,-1.76672472532867,5.58584228957896
CAD,3-(4-hydroxyphenyl)lactate,Weighted median,4,1.86029368073439,0.542374760430527,0.000603793517842402,0.797258684167015,2.92332867730176
CAD,3-(4-hydroxyphenyl)lactate,Inverse variance weighted,4,1.54535921492324,0.90561897317059,0.0879313708806306,-0.229621356207258,3.32033978605374
CAD,3-(4-hydroxyphenyl)lactate,Simple mode,4,2.46667052936413,0.658510226008268,0.0332111330509017,1.1760142029366,3.75732685579167
CAD,3-(4-hydroxyphenyl)lactate,Weighted mode,4,2.02787891549927,0.567104493507601,0.0373964338667156,0.916374532753539,3.13938329824499
CAD,acetylcarnitine,MR Egger,3,14.8951387555675,5.86434124066119,0.23877751568655,3.40124113081861,26.3890363803163
CAD,acetylcarnitine,Weighted median,3,-0.508904000396263,0.511115604166835,0.31940905912932,-1.51067217649969,0.492864175707163
CAD,acetylcarnitine,Inverse variance weighted,3,-0.446383784993692,1.33145718256918,0.737429276345204,-3.05599190978645,2.16322433979907
CAD,acetylcarnitine,Simple mode,3,-2.59073445404753,0.975095763771623,0.117260921440681,-4.50188703251748,-0.679581875577571
CAD,acetylcarnitine,Weighted mode,3,1.16617599217042,0.640343442771122,0.210174268776187,-0.088874093397362,2.4212260777382
CAD,serine,MR Egger,12,-0.405120167414576,1.47916723829589,0.789747783773194,-3.30423468158609,2.49399434675694
CAD,serine,Weighted median,12,-1.49529887106482,0.323654108447093,3.83643536803466e-06,-2.12964926706954,-0.860948475060099
CAD,serine,Inverse variance weighted,12,-1.38547536349761,0.36351066263898,0.000138196069449753,-2.0979431702663,-0.673007556728916
CAD,serine,Simple mode,12,-1.78216825734391,0.386477492728274,0.000750936161271697,-2.53965022392667,-1.02468629076115
CAD,serine,Weighted mode,12,-1.5309840847113,0.338428520134449,0.000866608589942746,-2.19429179551601,-0.867676373906589
CAD,hexanoylcarnitine,MR Egger,4,-3.36078834132285,4.84972185645121,0.559973924636632,-12.8660685150039,6.14449183235824
CAD,hexanoylcarnitine,Weighted median,4,0.20330436457219,0.478897669079183,0.671182472080293,-0.735317819103189,1.14192654824757
CAD,hexanoylcarnitine,Inverse variance weighted,4,0.0244633326132084,0.718677542418,0.972845754122145,-1.38411876702383,1.43304543225024
CAD,hexanoylcarnitine,Simple mode,4,-1.30717643343183,1.30143120636333,0.389180845331685,-3.85793472626047,1.2435818593968
CAD,hexanoylcarnitine,Weighted mode,4,0.899000310337651,0.471632526650071,0.152704229443199,-0.0253824558341148,1.82338307650942
CAD,glycine,MR Egger,15,-0.390196529303411,0.297818818912622,0.212812891469211,-0.973910688290407,0.193517629683585
CAD,glycine,Weighted median,15,-0.764601983616509,0.120287373878109,2.06455019169352e-10,-1.00036090421251,-0.528843063020511
CAD,glycine,Inverse variance weighted,15,-0.692984604477031,0.105924295874,6.05948067097926e-11,-0.900592409477837,-0.485376799476226
CAD,glycine,Simple mode,15,-0.796625181828715,0.173310772295918,0.000415210091285685,-1.13630805366154,-0.456942309995893
CAD,glycine,Weighted mode,15,-0.70749101470384,0.144466124779299,0.000235489511304786,-0.990639416257335,-0.424342613150345
CAD,alanine,Wald ratio,1,1.90224637681159,0.850601449275362,0.0253285592345609,0.235098171034311,3.56939458258888
CAD,2-aminobutyrate,MR Egger,11,2.0631457385452,1.33057968812996,0.155419295410637,-0.544742528750053,4.67103400584046
CAD,2-aminobutyrate,Weighted median,11,1.91391493534774,0.431476606215429,9.17596067800383e-06,1.06823632699393,2.75959354370155
CAD,2-aminobutyrate,Inverse variance weighted,11,0.899918973832031,0.64159453597469,0.160727559175652,-0.357583209356049,2.15742115702011
CAD,2-aminobutyrate,Simple mode,11,2.21509655135029,0.495825777226859,0.00120209051025676,1.24329588537907,3.18689721732151
CAD,2-aminobutyrate,Weighted mode,11,2.05251494604489,0.475291275186142,0.00151684040885971,1.12096116451394,2.98406872757585
CAD,scyllo-inositol,Wald ratio,1,0.318340348767288,0.150589897775105,0.0345190647814584,0.0231895726925134,0.613491124842063
CAD,dodecanedioate,Wald ratio,1,0.9405,0.412016666666667,0.0224495401497283,0.132962172303089,1.74803782769691
CAD,gamma-glutamylvaline,MR Egger,3,13.167999524729,4.60477876732646,0.214160643425053,4.14279898399443,22.1932000654636
CAD,gamma-glutamylvaline,Weighted median,3,1.59506352783062,0.688893623104762,0.0205911124121069,0.24485683736598,2.94527021829527
CAD,gamma-glutamylvaline,Inverse variance weighted,3,0.601176986583463,1.18387006173761,0.611589007026107,-1.71916569679746,2.92151966996439
CAD,gamma-glutamylvaline,Simple mode,3,1.6698198759593,0.749156824340196,0.155618963229777,0.201499481480114,3.13814027043848
CAD,gamma-glutamylvaline,Weighted mode,3,1.6602555431022,0.739679439234508,0.153932316707647,0.210510482097776,3.11000060410661
CAD,butyrylcarnitine,MR Egger,32,0.148647392010634,0.135287809168492,0.280617432076756,-0.116511841506939,0.413806625528207
CAD,butyrylcarnitine,Weighted median,32,0.230273400824604,0.0473318338630239,1.14407556543605e-06,0.137504711130844,0.323042090518365
CAD,butyrylcarnitine,Inverse variance weighted,32,0.28369194819661,0.0710276954080393,6.49395657038314e-05,0.144480223291972,0.422903673101248
CAD,butyrylcarnitine,Simple mode,32,0.504590441166891,0.0830885815733069,9.97316853794665e-07,0.341739813756691,0.667441068577091
CAD,butyrylcarnitine,Weighted mode,32,0.26011923872914,0.0397899007499706,2.68611633672284e-07,0.182132466310775,0.338106011147506
CAD,myristoleate (14:1n5),Wald ratio,1,-1.0920652173913,0.30708152173913,0.000376155566572236,-1.69393394031775,-0.490196494464855
CAD,dehydroisoandrosterone sulfate (DHEA-S),MR Egger,4,-4.0929501245726,4.0389729393666,0.417540160101032,-12.009191620263,3.82329137111781
CAD,dehydroisoandrosterone sulfate (DHEA-S),Weighted median,4,-0.81453993608117,0.281057710226086,0.00375402813713111,-1.36540292570159,-0.263676946460746
CAD,dehydroisoandrosterone sulfate (DHEA-S),Inverse variance weighted,4,-0.460756984689293,0.472706538407064,0.329698678620448,-1.38724477522374,0.465730805845153
CAD,dehydroisoandrosterone sulfate (DHEA-S),Simple mode,4,-0.859965135780619,0.336172969838079,0.0833517637847008,-1.51885204923912,-0.201078222322113
CAD,dehydroisoandrosterone sulfate (DHEA-S),Weighted mode,4,-0.840004008612007,0.339076641878904,0.0894814090644121,-1.50458201469344,-0.17542600253057
CAD,propionylcarnitine,MR Egger,7,-5.87444655248412,1.71773048639766,0.0188404734449041,-9.24113644097,-2.50775666399824
CAD,propionylcarnitine,Weighted median,7,-0.492097870095042,0.436905358382763,0.260027551231439,-1.34841663717782,0.364220896987739
CAD,propionylcarnitine,Inverse variance weighted,7,0.00746106909092659,0.765071580923603,0.992219058158048,-1.49205167511446,1.50697381329631
CAD,propionylcarnitine,Simple mode,7,1.96421306182817,1.36870202765215,0.201267271644243,-0.718393617936988,4.64681974159333
CAD,propionylcarnitine,Weighted mode,7,-1.58951484272016,1.18958588001016,0.229928680867384,-3.92106032405745,0.742030638617132
CAD,caproate (6:0),Inverse variance weighted,2,0.130333531516507,2.65350773970865,0.960825697766939,-5.07044607101073,5.33111313404374
CAD,caprylate (8:0),MR Egger,4,-36.2085900432011,10.8770662100154,0.0796127597913397,-57.5272480722889,-14.8899320141133
CAD,caprylate (8:0),Weighted median,4,-2.5965596358796,0.776940347431995,0.000831674209144534,-4.11933473498235,-1.07378453677685
CAD,caprylate (8:0),Inverse variance weighted,4,-1.3064964370849,1.44358162989157,0.365445180536129,-4.13586444041601,1.52287156624621
CAD,caprylate (8:0),Simple mode,4,-2.71350059896929,0.839872940137522,0.0481848137086768,-4.35962131322859,-1.06737988470998
CAD,caprylate (8:0),Weighted mode,4,-2.69937961349263,0.828111122547714,0.047142880102876,-4.32244758888318,-1.07631163810208
CAD,10-undecenoate (11:1n1),Inverse variance weighted,2,-1.20263797032274,0.362577383037558,0.000910176530243264,-1.91327658268514,-0.491999357960346
CAD,docosapentaenoate (n3 DPA; 22:5n3),MR Egger,4,-3.05806168757444,0.884026868239042,0.0743658276919288,-4.7907225106887,-1.32540086446018
CAD,docosapentaenoate (n3 DPA; 22:5n3),Weighted median,4,0.808224409416544,0.267968027397298,0.00256029760731738,0.283016726709598,1.33343209212349
CAD,docosapentaenoate (n3 DPA; 22:5n3),Inverse variance weighted,4,0.311901468702784,0.424995872227372,0.463013992342665,-0.521075134441051,1.14487807184662
CAD,docosapentaenoate (n3 DPA; 22:5n3),Simple mode,4,0.828014515711284,0.282125816611792,0.0607591168404824,0.275058076043219,1.38097095537935
CAD,docosapentaenoate (n3 DPA; 22:5n3),Weighted mode,4,0.828014515711284,0.327884051866027,0.0857748089928201,0.185373582948807,1.47065544847376
CAD,X-11204,MR Egger,8,5.71372988867241,3.61887917145247,0.165444913259442,-1.37914295177659,12.8066027291214
CAD,X-11204,Weighted median,8,2.4456226884958,0.49722404297439,8.71864190864938e-07,1.4710814720186,3.420163904973
CAD,X-11204,Inverse variance weighted,8,2.00073382685384,0.69520123664963,0.00400306123030575,0.638164441012861,3.36330321269482
CAD,X-11204,Simple mode,8,2.45188937229309,0.63543046169231,0.00622254024905599,1.20646855269651,3.69731019188968
CAD,X-11204,Weighted mode,8,2.46840540648065,0.630598387247062,0.0057906771596211,1.23245527876737,3.70435553419394
CAD,X-02269,MR Egger,6,1.4445095840226,1.10491469263046,0.261177229615044,-0.721083419522241,3.61010258756745
CAD,X-02269,Weighted median,6,0.618977045806131,0.163396429997722,0.000151747574363674,0.298725927808175,0.939228163804086
CAD,X-02269,Inverse variance weighted,6,0.463900659907177,0.232205333389674,0.0457379527425926,0.00878656944530026,0.919014750369054
CAD,X-02269,Simple mode,6,0.637438942888364,0.189264321798699,0.0199335118445734,0.266487688604515,1.00839019717221
CAD,X-02269,Weighted mode,6,0.609320490844479,0.178496624666222,0.0189686967398804,0.259473535136721,0.959167446552237
CAD,phenol sulfate,Wald ratio,1,-0.639540412044374,0.283378763866878,0.0240181001990005,-1.19495258320693,-0.084128240881813
CAD,X-06126,Wald ratio,1,0.907572815533981,0.36081359223301,0.0118913943184271,0.200391169624761,1.6147544614432
CAD,X-07765,MR Egger,3,-0.238193139712026,1.66725346499952,0.909660263172255,-3.5059498842107,3.02956360478665
CAD,X-07765,Weighted median,3,-0.417470086934845,0.190074142192787,0.0280666212832827,-0.790008560025053,-0.0449316138446373
CAD,X-07765,Inverse variance weighted,3,-0.188577012999671,0.36564967770172,0.606042034434598,-0.90523721225372,0.528083186254379
CAD,X-07765,Simple mode,3,-0.503188345565982,0.207741064871356,0.136418134728023,-0.910353350823838,-0.0960233403081251
CAD,X-07765,Weighted mode,3,-0.477852570990816,0.182889514733123,0.120560110533012,-0.836309433017744,-0.119395708963888
CAD,X-11247,Wald ratio,1,-0.330494252873563,0.143501149425287,0.0212744891154963,-0.611751337487227,-0.0492371682598994
CAD,X-11261,MR Egger,8,-0.244919350650515,0.250234043589481,0.365497126125336,-0.735369063791724,0.245530362490694
CAD,X-11261,Weighted median,8,-0.633983927344584,0.147068094917459,1.62651054902322e-05,-0.922232096657722,-0.345735758031446
CAD,X-11261,Inverse variance weighted,8,-0.774508887941527,0.120402644173113,1.2539256532398e-10,-1.01049373416422,-0.538524041718835
CAD,X-11261,Simple mode,8,-0.986585228180451,0.200228776983786,0.00169949532155295,-1.37902641973717,-0.594144036623729
CAD,X-11261,Weighted mode,8,-0.603968883166365,0.14139047334726,0.00369321547913285,-0.881089118684065,-0.326848647648665
CAD,bilirubin (E,E)*,MR Egger,8,1.42913251291306,1.78080708752916,0.452859135326568,-2.06118524205776,4.91945026788389
CAD,bilirubin (E,E)*,Weighted median,8,-0.579127494891649,0.14794569687998,9.06068010044167e-05,-0.86909573244409,-0.289159257339209
CAD,bilirubin (E,E)*,Inverse variance weighted,8,-0.286486150862963,0.207021080576788,0.166404347216789,-0.692240012834032,0.119267711108105
CAD,bilirubin (E,E)*,Simple mode,8,-0.650967078682046,0.172182945284684,0.00688623909614132,-0.988439450192058,-0.313494707172034
CAD,bilirubin (E,E)*,Weighted mode,8,-0.611790070891994,0.167107995467773,0.00805915199950458,-0.939315723537511,-0.284264418246478
CAD,X-02249,Inverse variance weighted,2,-0.085065492671328,1.36358515351974,0.95025727196161,-2.75764328342353,2.58751229808088
CAD,X-11299,Wald ratio,1,-0.682625698324022,0.251765363128492,0.00670085027436237,-1.17607674261051,-0.18917465403753
CAD,X-11317,MR Egger,5,-2.16544864243774,6.952430605254,0.775836005247117,-15.7919622337496,11.4610649488741
CAD,X-11317,Weighted median,5,1.35929628071395,0.73082250599274,0.0628920271146686,-0.0730895101231266,2.79168207155103
CAD,X-11317,Inverse variance weighted,5,0.478339103647296,1.32788141354341,0.7186771791579,-2.12426064263793,3.08093884993252
CAD,X-11317,Simple mode,5,2.87420956158009,1.0600654812056,0.0534625418992331,0.79651939716299,4.95189972599719
CAD,X-11317,Weighted mode,5,2.91306287756643,2.81626279151843,0.359396685427085,-2.60671076480993,8.43283651994278
CAD,1-linoleoylglycerophosphoethanolamine*,MR Egger,9,0.245061909063753,0.841740600598423,0.779384016389309,-1.40471935243427,1.89484317056178
CAD,1-linoleoylglycerophosphoethanolamine*,Weighted median,9,-0.589174644212817,0.188821888559727,0.00180687386620422,-0.959258745282718,-0.219090543142917
CAD,1-linoleoylglycerophosphoethanolamine*,Inverse variance weighted,9,-0.661500330302761,0.281814760802925,0.0189106450083223,-1.21384711178826,-0.109153548817258
CAD,1-linoleoylglycerophosphoethanolamine*,Simple mode,9,-1.31420357896712,0.345427440227775,0.0052026762718676,-1.99122892108542,-0.637178236848822
CAD,1-linoleoylglycerophosphoethanolamine*,Weighted mode,9,-0.647444554363476,0.175731130319587,0.00618082049054739,-0.991871240752382,-0.30301786797457
CAD,X-11327,MR Egger,3,61.6239847592929,18.9143488872586,0.189587835693962,24.5525421492408,98.695427369345
